,FID,LSOA,lsoa11nm,IMDRank,IMDDecil,Shape__Are,Shape__Len,geometry,2018,2019,2020,2021,Area,x,y,cluster,kmeans_cluster,pca_hdbscan_cluster,hdbscan_cluster_adjusted
0,33372,W01000553,Pembrokeshire 011A,0,0,47407957.9775391,34218.6412896395,"POLYGON ((-516057.867392075 6759058.62801129, -515971.073118366 6758732.55215459, -514956.56713732 6758908.05939804, -514781.482212382 6758835.76492203, -514774.295608898 6758694.61719922, -514584.699189057 6758302.85631199, -514711.661593577 6757767.67760692, -514684.317940435 6757383.83140886, -514997.234036336 6757264.48528387, -515101.970116166 6756973.92086334, -515192.072133056 6756967.25796331, -515276.409236351 6756651.71583284, -515439.498196664 6756432.49926627, -515463.535906123 6756234.79282375, -515418.795350169 6756224.93974969, -515364.355234854 6756029.57409284, -515433.022877438 6755741.34139576, -515387.556056194 6755468.21468734, -515155.753134009 6755355.78870559, -515098.339813047 6755199.38457317, -515436.98625013 6754618.92226909, -515623.861859846 6754469.53904617, -515751.597914752 6754433.86402915, -515808.634359449 6754271.0624592, -515749.917452135 6754203.83719825, -515650.509335768 6753772.16794464, -515754.082437412 6753612.24341222, -515750.935608888 6753529.0924385, -516002.495773518 6753264.68400124, -515871.451748192 6752939.79578395, -515697.547787241 6752839.39818536, -515793.79144486 6752682.00525135, -515694.459815758 6752529.77546057, -515723.480200458 6752382.07905332, -515781.67542409 6752327.76064704, -515838.631905518 6752364.6570582, -516578.275339831 6752294.35156903, -516870.269166496 6752124.67867697, -516995.383456606 6752182.52831642, -517469.727911041 6752093.53537327, -518449.390956207 6751889.32197697, -519102.338069208 6751658.2105184, -519319.381551986 6751513.18845518, -519853.10595965 6751298.08193945, -520171.678715881 6751144.73962208, -520199.064235852 6751086.83871461, -520557.900413761 6750945.14877881, -520821.633050253 6750623.66292969, -521044.035012276 6750573.60938913, -521683.951265418 6750097.95807696, -521707.260024432 6750204.55721348, -521724.554269959 6750378.47203012, -521621.768945571 6750555.52922738, -521613.978348226 6750843.33192329, -521710.669477435 6750930.77691574, -521894.585924678 6751320.13341977, -522302.761643691 6751678.27305165, -522298.78970164 6752042.50338636, -522310.835168937 6752120.56210488, -522774.534938031 6752578.80852745, -522994.628355455 6752605.24955335, -523090.794774588 6752729.39691649, -523153.560347267 6752708.47579349, -523143.947674361 6752767.36020499, -523215.034042403 6752746.92502956, -523261.403908575 6752840.2774645, -523411.40795963 6752805.27103093, -523409.373850462 6752967.67099596, -523328.764279714 6753099.04194736, -523234.671864974 6753498.46511527, -523278.449106022 6753631.69299452, -523141.960510522 6753774.49642045, -523466.769707414 6753979.74980566, -523334.183556256 6754136.18561533, -523301.981484293 6754068.01103909, -523202.39034228 6754144.30449338, -522938.989938823 6754103.6390181, -522818.365610518 6754431.9789497, -522948.070404745 6754498.49494213, -522908.151017519 6754579.03291845, -523032.046480697 6754684.39356149, -523032.251993238 6754790.95892931, -522876.185519668 6754831.95438815, -522862.940967899 6754779.12477143, -522411.529597258 6754788.57876563, -522090.44785723 6754702.3058425, -522203.814933092 6755345.60242772, -522219.975131612 6755762.56978298, -521325.592277725 6756137.04361081, -519998.827845098 6756651.68655326, -519850.474719214 6756821.15336169, -519699.368979217 6756866.15086227, -519743.850890123 6757029.02315454, -519567.330841705 6757103.2843819, -519460.962742839 6757234.76312265, -519313.735543979 6757280.95747765, -519428.814835248 6758202.02210013, -519348.989236467 6758216.44976083, -519432.784536951 6758903.66924816, -518971.42361202 6759124.58324354, -518344.984570998 6759324.83917874, -517104.600304467 6760162.09661475, -516880.254736902 6759738.08379781, -516483.201867059 6759625.17068249, -516276.754685944 6759431.63170198, -516057.867392075 6759058.62801129))",-0.43331239520742265,-0.48162873172716,-0.5116418492523933,-0.4204199629829138,Pembrokeshire 011A,-518724.3676371904,6755059.449469834,-1,11,-1,-1
1,33373,W01000554,Pembrokeshire 009A,0,0,53445802.1943359,40534.0707496351,"POLYGON ((-552669.973601398 6755453.04934288, -552360.645695797 6755371.22453384, -552126.11609311 6755407.28510431, -551966.747361525 6755331.94865515, -551455.537647674 6755395.11267975, -551466.613102254 6755321.88635153, -551482.816534983 6755052.46581136, -551148.384584215 6754352.06444316, -550868.615306861 6754785.32502716, -550771.940414288 6754707.90853731, -550661.545814519 6754750.20983051, -550418.962799758 6754654.29323971, -550195.142541709 6754635.53588603, -550158.154477744 6754674.55295799, -549729.924545562 6754598.86518763, -549533.675487832 6754479.06884106, -549362.892475686 6754540.1371366, -549247.063811048 6754458.93585964, -549077.772754821 6754432.45913934, -548933.285074637 6754465.59942571, -548365.779561286 6754422.96804631, -548221.794744764 6754492.63555633, -547837.638965873 6754387.94404005, -547409.601143328 6754437.79424029, -547397.68388938 6754119.06194334, -547346.111152392 6754006.98185899, -547382.196158465 6753827.66921656, -547335.563334596 6753807.31210001, -547037.587696386 6753763.87890656, -547025.459858802 6753686.42160135, -546859.9538499 6753794.5905778, -546705.414229791 6753656.23874013, -546594.341211339 6753252.45055046, -546431.554321112 6753270.74266493, -546347.508077166 6753164.64126013, -546228.790250516 6753192.19965935, -546074.712283722 6753316.53762614, -546101.00382432 6753393.57545339, -546033.92219744 6753470.80904555, -545917.873577573 6753440.02433003, -545745.942762673 6753240.58119799, -545532.1175155 6752781.70571264, -545022.26576027 6752448.94234239, -544533.627084326 6752215.22329336, -544101.249074634 6751821.31145598, -544046.064347806 6751595.73684017, -544110.789989205 6751413.90069377, -544183.966121878 6751352.1560324, -544179.310333335 6751185.36637657, -544304.12547609 6750904.65271974, -544152.272754483 6750639.78914536, -544133.283743703 6750514.14988774, -544573.184892777 6749567.69106883, -545027.720930937 6749587.42322328, -544647.342860446 6749396.83263692, -544733.255259246 6749115.78260385, -544671.926856343 6748478.31257685, -544917.694722874 6748030.16114739, -545134.498938828 6748006.82592167, -545311.6418577 6748161.99463929, -545579.011282947 6748206.59669144, -545635.694682334 6748327.30055132, -545618.609237233 6748132.30584197, -545879.505151526 6748233.06336229, -546174.580501904 6748187.99290908, -546473.310781233 6748060.683052, -546649.253950991 6747885.44099915, -546808.695973279 6747870.65929371, -546787.102428644 6747789.76687413, -546915.369165003 6747724.6876152, -547157.807220542 6747369.35297617, -547309.80086359 6747205.59968142, -547733.089704242 6747018.97893622, -547779.722964275 6746935.84293968, -548047.158208035 6747059.35610642, -547997.807262032 6747175.23962279, -548231.027145051 6747216.59659998, -548423.400027434 6747489.499317, -548653.3884986 6747663.14074482, -549315.31310542 6747785.11151279, -549750.421328898 6747696.4538575, -549906.58003336 6747568.15742677, -550104.094635612 6747590.70926772, -550132.359035905 6747624.30405705, -550048.97131028 6747666.61500207, -550095.579070485 6747703.50785889, -550007.333772052 6747833.42725541, -550114.366160013 6748298.65204025, -549979.145122542 6748498.99366812, -550271.484651751 6749074.88961067, -550227.401850633 6749213.06523887, -550295.001785273 6749205.13916624, -550323.230056451 6749278.83384575, -550568.6937488 6749446.50727899, -550671.927728876 6749632.4462298, -550660.396225414 6749775.46903863, -550762.458520722 6749952.66501695, -550838.247158893 6749993.71486753, -550904.713427798 6750196.67778599, -550859.466158064 6750273.33916802, -551282.030662995 6750717.97470438, -551436.928803535 6751079.58664394, -551640.378574558 6751199.33618294, -551678.69366265 6751162.04946744, -552208.635103797 6751368.89062403, -552273.560673602 6751467.27673152, -552233.168341516 6751560.40521978, -552414.479956531 6751701.98939895, -552445.835465827 6751799.248174, -552743.36966677 6751935.36408711, -552817.09954973 6751892.43092971, -552963.074050462 6751961.79177717, -553064.951307769 6752044.77620519, -553112.885407401 6752136.91253592, -553082.44193044 6752197.49034977, -553177.961142945 6752349.5951357, -553252.315347933 6752362.06880804, -553435.00809827 6752534.04667352, -553533.546955783 6752489.13125785, -553699.130374381 6752567.71740234, -553825.170593405 6752793.98630163, -554088.40863898 6752896.7838877, -554133.553429551 6752971.42818979, -554279.529444092 6753021.79199927, -554473.439464224 6752993.70252011, -554622.816515318 6753107.55201796, -554849.157699178 6753170.5339245, -555107.650016867 6753083.60627778, -555271.039468926 6753151.59513133, -555945.286105496 6753183.04840803, -556143.0165921 6753120.41150264, -556429.782029889 6753176.49725323, -556470.474113062 6753605.86877944, -556063.211669829 6754021.71780985, -555767.353237344 6754764.99014074, -555648.24307014 6754668.34563277, -555655.612027676 6754746.14681637, -555336.936373895 6754994.57429487, -554928.548329292 6754542.17980956, -554792.018797125 6754449.9502992, -554714.538404828 6754452.69643448, -554365.625704071 6754388.05160676, -554280.022396716 6754495.70137889, -554379.495886875 6754874.05720547, -554254.646712821 6755115.94009018, -554218.368822435 6755337.69544038, -554264.286484157 6755874.86137143, -553113.943204993 6755771.65910798, -552669.973601398 6755453.04934288))",-0.4999154519691781,-0.5240018122914064,-0.5461791440902529,-0.47888891445976867,Pembrokeshire 009A,-549319.835793381,6751711.302889815,-1,10,1,-1
2,33374,W01000555,Pembrokeshire 008A,0,0,118532143.083008,60951.4586449219,"POLYGON ((-563484.742879961 6769820.46014061, -562951.865301803 6770185.16008762, -562924.912235995 6770203.25050429, -562719.961762648 6770190.81292609, -562583.99570613 6770496.30598073, -562951.865301803 6770185.16008762, -563119.32121177 6770569.38781548, -563167.522913599 6770894.29422605, -563095.359759991 6770904.1445761, -562910.561472282 6771091.78968967, -562814.906093959 6771353.82645282, -562518.262910925 6771523.30925114, -562037.579753011 6771678.64271851, -561743.854419845 6771925.46961253, -561571.259369075 6771996.07228853, -561740.44559483 6772076.15035111, -561965.927239123 6772277.21316922, -562173.227358417 6772360.22905924, -562139.685954795 6772848.6618501, -562200.956033721 6774087.19504732, -562025.322324658 6774136.08570998, -562029.556844594 6774245.32189053, -561491.754842634 6774387.85388248, -561657.891302673 6775160.80366263, -561875.683541789 6775520.01523818, -562214.356621463 6776434.02452831, -560787.738541274 6778108.52741803, -560335.869352707 6778406.53564893, -560126.234698834 6778414.66214409, -559641.673956647 6778120.8910666, -559267.265734945 6777990.38839797, -558908.077607121 6777984.24019115, -558507.060811705 6778203.01167775, -557886.287866784 6778126.47095729, -557754.053335036 6778176.22753283, -557452.262320512 6778138.28837786, -557181.612235792 6778176.91889192, -556872.701043885 6777695.07155881, -556946.197459199 6777645.32897888, -556707.409738582 6777121.35962171, -555797.70112656 6777317.03061874, -555136.00047043 6777242.12819535, -555138.008814415 6777153.0344888, -555048.185134393 6777115.8618621, -554946.234106838 6776976.21803717, -553865.157617103 6776238.24511732, -553635.744899884 6775994.20722011, -553250.805588197 6775814.28968691, -553191.971177008 6775696.06852179, -553296.081442273 6775564.05206998, -553328.079173086 6775476.15775887, -553441.121041881 6775402.88089428, -553407.299470959 6775272.87030426, -553674.304513883 6774817.57875496, -553666.789895334 6774748.49003875, -553787.627339773 6774682.08971054, -553750.433332586 6774439.66901027, -553888.053412154 6774210.63283446, -553845.537268045 6774159.21175167, -553880.951513155 6774087.90403111, -554018.586072068 6773899.09335837, -554287.717439909 6773683.48854287, -554343.605043381 6773499.98563235, -554680.622258164 6773186.29272801, -554598.600520464 6773133.08684104, -554595.102054138 6773063.5370045, -554753.999255732 6772825.41833213, -554705.72108666 6772645.37711559, -554794.558501308 6772348.83914067, -554785.15967032 6772216.05918408, -554869.206784746 6771934.82813457, -554819.546106435 6771582.63450832, -554916.033872729 6771408.19102631, -554800.597809329 6771375.67362652, -554803.260910853 6771199.74042573, -554852.108069392 6771066.48132695, -555014.36410053 6770951.72769377, -555023.716577352 6770772.95373397, -555141.209022924 6770826.28630522, -555113.414805533 6770718.048293, -555216.669624345 6770618.68582815, -555129.530417638 6770507.73476469, -555178.783543883 6770143.4105232, -555253.233926904 6770062.90738771, -555214.615101377 6769942.70675925, -555427.418806933 6769652.50056952, -555370.753423461 6769495.73616104, -555470.342684705 6769510.74843154, -555495.878680762 6769469.67815424, -555263.337853181 6769340.0550587, -555284.931295235 6769128.10459319, -555188.101596156 6768633.80315098, -555003.855320766 6768565.24514506, -554901.964445064 6768582.54631825, -554772.154661582 6768465.90713423, -554461.3046137 6768430.55696486, -554368.885412018 6768311.8994209, -554180.89383568 6768333.7082607, -554196.202880992 6768253.53249193, -554093.071170951 6768197.01838294, -553930.480099785 6768155.74615368, -553808.497780028 6768183.5731536, -553793.273073529 6768146.96572381, -553903.568847481 6768070.34408917, -553729.859545497 6767902.85251161, -553655.693109211 6767906.5470066, -553570.161973824 6768044.00736302, -553519.185208895 6767906.77019003, -553292.378235418 6767831.84705749, -553151.759653065 6766888.79425567, -553096.181147613 6766634.22023798, -553287.895612017 6766546.12609139, -553266.713404497 6766771.37519258, -553408.892969922 6766952.22151864, -553481.091385311 6766927.6563368, -553698.804486524 6766986.43772522, -553990.106337384 6766925.56381178, -554129.567716772 6766992.52995108, -554412.949289214 6766939.9546734, -554419.932694392 6766894.64781785, -554528.549907363 6766889.39167842, -554686.683296701 6766706.21027481, -554831.905521331 6766584.89645088, -555051.420235648 6766523.20296638, -555327.014632567 6766544.84253028, -555445.739380874 6766623.86404155, -555670.809071897 6766546.40197686, -555753.199639634 6766597.74189149, -555795.248749311 6766540.41569606, -555856.077669445 6766559.93734139, -556223.462559506 6766596.77764851, -556535.971516532 6766708.20802222, -556562.754691334 6766604.8608789, -556514.997760275 6766371.65955898, -556256.68435612 6766298.43609296, -555662.085223692 6765856.7388036, -555191.893337439 6765370.69399421, -554977.569386689 6765030.73943938, -554795.625719457 6764887.02195248, -555167.911325519 6764731.71553841, -555207.99165664 6764718.89380593, -555235.582680514 6764710.90860294, -555704.392474446 6764565.81443473, -555725.950611781 6764501.34999251, -555723.692009864 6764443.392854, -555802.522425744 6764416.49436736, -555822.97658258 6764082.82347319, -556519.863494061 6764013.17719733, -557039.952686487 6764006.47800904, -557319.354260816 6763924.67120405, -557349.007109544 6763852.51413024, -557425.298366538 6763827.19610122, -557162.920831321 6763498.39024397, -556525.505402457 6763255.18568408, -556159.589558441 6763102.25524116, -557011.467186883 6762462.00236966, -557072.048164718 6762497.86522958, -557128.303377675 6762668.89205414, -557244.862866597 6762746.95435323, -557709.540446048 6762868.37129514, -558022.834195853 6763010.96449867, -558670.024880187 6762796.97961909, -559244.416565738 6762842.04542952, -559911.791219164 6762734.29104732, -560287.898900669 6762616.11335512, -560305.788557841 6762731.6122364, -560537.5219719 6762670.10870342, -560545.577518779 6762522.31703345, -560622.080519443 6762568.64308336, -560724.166807758 6762546.59491553, -560913.490521467 6762661.043961, -561573.685766918 6762603.28161017, -561666.693217272 6762661.2235796, -561766.234636131 6762868.45112724, -562531.208139825 6762790.67984551, -562575.364577647 6762796.28973789, -563139.49041129 6764653.9417085, -563262.18945554 6765054.05088753, -563336.096614801 6765560.82942935, -563597.386948718 6765652.64274182, -563936.449632086 6767345.79415343, -563671.963758805 6767668.74217804, -563045.563706058 6767867.97816617, -563122.357579613 6767954.29368692, -563229.825273663 6768081.95215126, -563288.686782873 6768356.94719391, -563424.872277567 6768577.45400682, -563245.202444283 6769257.31504651, -563219.822424323 6769612.31184305, -563484.742879961 6769820.46014061))",-0.4364901039117231,-0.46138532793304315,-0.41462958212846646,-0.3727138124654896,Pembrokeshire 008A,-558759.4359784451,6770304.0431458345,-1,0,1,-1
3,33375,W01000556,Pembrokeshire 008B,0,0,65629929.7612305,44431.5846051475,"MULTIPOLYGON (((-563119.32121177 6770569.38781548, -562951.865301803 6770185.16008762, -563484.742879961 6769820.46014061, -563219.822424323 6769612.31184305, -563245.202444283 6769257.31504651, -563424.872277567 6768577.45400682, -563288.686782873 6768356.94719391, -563229.825273663 6768081.95215126, -563122.357579613 6767954.29368692, -563045.563706058 6767867.97816617, -563671.963758805 6767668.74217804, -563936.449632086 6767345.79415343, -563597.386948718 6765652.64274182, -563336.096614801 6765560.82942935, -563262.18945554 6765054.05088753, -563139.49041129 6764653.9417085, -563756.97545285 6764325.30358889, -563814.461452808 6764417.41796061, -563800.827866727 6764527.25948944, -563918.582935574 6764477.78807747, -564303.360772131 6764549.62916785, -564454.723846494 6764654.31898256, -565094.924165048 6764650.53497815, -565792.015937785 6764870.50866594, -568097.866155478 6764937.00400987, -568197.525454159 6765275.35985248, -568320.47104515 6765287.59450501, -568182.707403474 6765424.48312303, -568244.187215973 6765723.21272114, -568048.632647984 6765853.50925006, -568113.604604155 6765903.84779011, -568093.862387226 6766070.19508669, -568181.558911032 6766381.43234213, -568208.209431562 6766442.15805074, -568290.08167785 6766433.96180466, -568383.309166584 6766563.58552609, -568422.68279857 6766687.90179406, -568385.864517942 6766832.48397777, -568512.669973638 6766877.91520842, -568555.918570612 6766956.5588809, -568480.652686526 6767025.21112617, -568543.250019358 6767254.78969118, -568616.711311679 6767306.87703712, -568539.321874126 6767371.25045229, -568567.212551264 6767423.02103971, -568700.106027992 6767550.47380072, -568804.790395015 6767531.41459004, -568884.609235756 6767607.52509998, -568953.863657827 6767697.20810106, -568923.456710554 6767779.82260842, -568980.143622367 6767855.14358505, -568973.950463868 6767895.57965866, -568896.658799313 6767882.69257582, -568906.249008084 6768024.33860298, -568693.166321208 6768214.56039486, -568636.64706954 6768211.47208587, -568565.077742463 6768397.58051509, -568632.746716559 6768472.76368517, -568775.564471725 6768502.77380323, -568941.429285292 6768235.67848966, -569093.046127719 6768233.39383119, -569111.630104084 6768441.88595095, -569252.11549627 6768432.29986333, -569352.606716085 6768636.6362404, -569296.276112155 6768710.00577618, -569312.403372855 6768921.3690659, -569440.413684699 6768982.78438843, -569596.290888347 6768973.98948255, -569437.015722806 6769255.25838031, -569433.128476814 6769432.98610075, -569242.185550303 6769699.58580841, -569315.574970109 6769953.88467408, -569236.601189861 6770246.80679697, -569271.822308647 6770701.0883257, -569385.925107431 6770894.20325021, -569347.625462539 6771000.36205469, -569414.674498482 6771215.59569777, -569493.384248338 6771401.00316809, -569558.565121458 6771439.85230061, -569507.559266826 6771486.9294641, -569602.094386499 6771743.77745316, -569586.224193449 6771886.90713379, -570894.219400802 6774578.80231054, -570836.084817271 6774576.77341371, -570707.218436323 6774354.23302083, -570546.262614418 6774337.83418842, -569638.663264771 6774446.56772191, -569468.934299854 6774516.26562392, -569383.108647927 6774675.57873484, -568968.178303606 6774819.65065024, -568905.116826036 6774941.1777576, -568828.174000571 6774960.1970839, -568619.34723596 6774867.97791546, -568472.499509804 6774918.94745397, -568396.432015467 6774827.76927184, -568251.035757617 6774857.64900439, -568063.54271478 6774734.20005187, -567972.775193177 6774763.53675133, -567947.081967241 6774718.41258886, -567723.314920116 6774677.07809382, -567540.6534227 6774746.80950851, -567395.45557469 6774666.27975068, -567088.194740574 6774688.92889411, -567033.824537035 6774642.46172078, -566892.050543672 6774734.59839597, -566640.423827734 6774653.87302061, -566168.600757707 6774986.67942294, -566086.478906965 6775010.4094445, -566025.348098373 6774941.3704583, -565938.359236588 6775002.44229696, -565893.833014166 6774966.5666883, -565756.943150919 6774803.77734879, -565492.134733016 6774651.76414582, -565296.950090923 6774593.26323507, -565118.764914726 6774610.17284794, -564799.764634213 6774655.98786187, -564371.721167424 6774986.01862165, -563967.128163229 6775177.76417124, -563720.694534743 6775431.95605375, -563190.653756981 6775695.73629351, -563061.687989304 6775813.37062136, -562877.831394509 6775817.54309824, -562667.323985038 6775896.12308619, -562214.356621463 6776434.02452831, -561875.683541789 6775520.01523818, -561657.891302673 6775160.80366263, -561491.754842634 6774387.85388248, -562029.556844594 6774245.32189053, -562025.322324658 6774136.08570998, -562200.956033721 6774087.19504732, -562139.685954795 6772848.6618501, -562173.227358417 6772360.22905924, -561965.927239123 6772277.21316922, -561740.44559483 6772076.15035111, -561571.259369075 6771996.07228853, -561743.854419845 6771925.46961253, -562037.579753011 6771678.64271851, -562518.262910925 6771523.30925114, -562814.906093959 6771353.82645282, -562910.561472282 6771091.78968967, -563095.359759991 6770904.1445761, -563167.522913599 6770894.29422605, -563119.32121177 6770569.38781548)), ((-562951.865301803 6770185.16008762, -562583.99570613 6770496.30598073, -562719.961762648 6770190.81292609, -562924.912235995 6770203.25050429, -562951.865301803 6770185.16008762)))",-0.5321219591073576,-0.5603077055513642,-0.5830779633614704,-0.5157053109264975,Pembrokeshire 008B,-565947.4015914875,6770535.594503506,-1,7,1,-1
